intent,text
lyric,She can't see the way your eyes
lyric,Light up when you smile
lyric,She'll never notice how you stop and stare
lyric,Whenever she walks by
lyric,And you can't see me wanting you the way you want her
lyric,But you are everything to me
lyric,And I just wanna show you
lyric,She don't even know you
lyric,She's never gonna love you like I want to
lyric,And you just see right through me
lyric,But if you only knew me
lyric,We could be a beautiful
lyric,Miracle
lyric,Unbelievable
lyric,Instead of just invisible
lyric,"Oh, yeah"
lyric,There's a fire inside of you
lyric,That can't help but shine through
lyric,She's never gonna see the light
lyric,No matter what you do
lyric,And all I think about is how to make you think of me
lyric,And everything that we could be
lyric,I just wanna show you
lyric,She don't even know you
lyric,She's never gonna love you like I want to
lyric,And you just see right through me
lyric,If you only knew me
lyric,We could be a beautiful
lyric,Miracle
lyric,Unbelievable
lyric,Instead of just invisible
lyric,Like shadows in a faded light
lyric,"Oh, we're invisible"
lyric,I just wanna open your eyes
lyric,And make you realize
lyric,I just wanna show you
lyric,She don't even know you
lyric,"Baby, let me love you"
lyric,Let me want you
lyric,You just see right through me
lyric,But if you only knew me
lyric,We could be a beautiful
lyric,Miracle
lyric,Unbelievable
lyric,Instead of just invisible
lyric,"Oh, yeah"
lyric,She can't see the way your eyes
lyric,Light up when you smile
lyric,Why would you wanna break a perfectly good heart?
lyric,"Why would you wanna take our love and tear it all apart, now?"
lyric,Why would you wanna make the very first scar?
lyric,Why would you wanna break a perfectly good heart?
lyric,Maybe I should've seen the signs
lyric,Should've read the writing on the wall
lyric,And realized by the distance in your eyes that I would be the one to fall
lyric,"No matter what you say, I still can't believe"
lyric,That you would walk away
lyric,"It don't make sense to me, but"
lyric,Why would you wanna break a perfectly good heart?
lyric,"Why would you wanna take our love and tear it all apart, now?"
lyric,Why would you wanna make the very first scar?
lyric,Why would you wanna break a perfectly good heart?
lyric,It's not unbroken anymore
lyric,How do I get it back the way it was before?
lyric,Why would you wanna break a perfectly good heart?
lyric,"Why would you wanna take our love and tear it all apart, now?"
lyric,Why would you wanna make the very first scar?
lyric,Why would you wanna break? Why would you wanna break it?
lyric,Why would you wanna break a perfectly good heart?
lyric,"Why would you wanna take our love and tear it all apart, now?"
lyric,Why would you wanna make the very first scar?
lyric,Why would you wanna break a perfectly good heart?
lyric,Drew looks at me
lyric,I fake a smile so he won't see
lyric,What I want and I need
lyric,And everything that we should be
lyric,I'll bet she's beautiful
lyric,That girl he talks about
lyric,And she's got everything
lyric,That I have to live without
lyric,Drew talks to me
lyric,I laugh 'cause it's just so funny
lyric,But I can't even see
lyric,Anyone when he's with me
lyric,He says he's so in love
lyric,He's finally got it right
lyric,I wonder if he knows
lyric,He's all I think about at night
lyric,He's the reason for the teardrops on my guitar
lyric,The only thing that keeps me wishing on a wishing star
lyric,He's the song in the car I keep singing
lyric,Don't know why I do
lyric,Drew walks by me
lyric,Can he tell that I can't breathe?
lyric,"And there he goes, so perfectly"
lyric,The kind of flawless I wish I could be
lyric,She better hold him tight
lyric,Give him all her love
lyric,Look in those beautiful eyes
lyric,And know she's lucky 'cause
lyric,He's the reason for the teardrops on my guitar
lyric,The only thing that keeps me wishing on a wishing star
lyric,He's the song in the car I keep singing
lyric,Don't know why I do
lyric,So I drive home alone
lyric,As I turn out the light
lyric,I'll put his picture down
lyric,And maybe get some sleep tonight
lyric,Cause he's the reason for the teardrops on my guitar
lyric,The only one who's got enough of me to break my heart
lyric,He's the song in the car I keep singing
lyric,Don't know why I do
lyric,"He's the time taken up, but there's never enough"
lyric,And he's all that I need to fall into
lyric,Drew looks at me
lyric,I fake a smile so he won't see
lyric,I'm walking fast through the traffic lights
lyric,Busy streets and busy lives
lyric,And all we know is touch and go
lyric,We are alone with our changing minds
lyric,We fall in love 'til it hurts or bleeds
lyric,Or fades in time
lyric,And I never (Never)
lyric,Saw you coming
lyric,And I’ll never (Never)
lyric,Be the same
lyric,You come around and the armor falls
lyric,Pierce the room like a cannonball
lyric,Now all we know is don’t let go
lyric,"We are alone, just you and me"
lyric,Up in your room and our slates are clean
lyric,"Just twin fire signs, four blue eyes"
lyric,So you were never a saint
lyric,And I've loved in shades of wrong
lyric,We learn to live with the pain
lyric,Mosaic broken hearts
lyric,But this love is brave and wild
lyric,And I never (Never)
lyric,Saw you coming
lyric,And I’ll never (Never)
lyric,Be the same
lyric,This is a state of grace
lyric,This is the worthwhile fight
lyric,Love is a ruthless game
lyric,Unless you play it good and right
lyric,These are the hands of fate
lyric,You’re my Achilles heel
lyric,This is the golden age
lyric,Of something good and right and real
lyric,And I never (Never)
lyric,Saw you coming
lyric,And I’ll never
lyric,Be the same
lyric,And I never (Never)
lyric,Saw you coming
lyric,And I’ll never (So you were never a saint)
lyric,(And I've loved in shades of wrong)
lyric,Be the same (We learn to live with the pain)
lyric,(Mosaic broken hearts)
lyric,(But this love is brave and wild)
lyric,This is a state of grace
lyric,This is the worthwhile fight
lyric,Love is a ruthless game
lyric,Unless you play it good and right
lyric,Loving him is like
lyric,Driving a new Maserati down a dead-end street
lyric,"Faster than the wind, passionate as sin"
lyric,Ending so suddenly
lyric,Loving him is like trying to change your mind
lyric,Once you're already flying through the free fall
lyric,"Like the colors in autumn, so bright"
lyric,Just before they lose it all
lyric,Losing him was blue like I'd never known
lyric,"Missing him was dark gray, all alone"
lyric,Forgetting him was like
lyric,Trying to know somebody you never met
lyric,But loving him was red
lyric,"(Red, red)"
lyric,"(Red, red)"
lyric,Loving him was red
lyric,"(Red, red)"
lyric,"(Red, red)"
lyric,Touching him was like
lyric,Realizing all you ever wanted was right there in front of you
lyric,Memorizing him was as
lyric,Easy as knowing all the words to your old favorite song
lyric,Fighting with him was like
lyric,Trying to solve a crossword and realizing there's no right answer
lyric,Regretting him was like
lyric,Wishing you never found out that love could be that strong
lyric,Losing him was blue like I'd never known
lyric,"Missing him was dark gray, all alone (Whoa)"
lyric,Forgetting him was like
lyric,Trying to know somebody you never met
lyric,But loving him was red
lyric,"(Red, red)"
lyric,"Oh, red (Red, red)"
lyric,"Burning red (Red, red)"
lyric,"(Red, red)"
lyric,Remembering him comes in flashbacks and echoes
lyric,"Tell myself it's time now, gotta let go"
lyric,But moving on from him is impossible
lyric,When I still see it all in my head
lyric,In burning red
lyric,"Burning, it was red"
lyric,"Oh, losing him was blue like I'd never known"
lyric,"Missing him was dark gray, all alone (Whoa)"
lyric,Forgetting him was like
lyric,Trying to know somebody you never met
lyric,Cause loving him was red
lyric,"(Red, red) Yeah, yeah, red (Red, red)"
lyric,"Burning red (Red, red)"
lyric,"(Red, red)"
lyric,"And that's why (Red, red) he's spinning 'round in my head"
lyric,"Comes back to me (Red, red), burning red"
lyric,"(Red, red) Yeah, yeah"
lyric,"(Red, red)"
lyric,His love was like
lyric,Driving a new Maserati down a dead-end street
lyric,Put your lips close to mine
lyric,As long as they don't touch
lyric,"Out of focus, eye to eye"
lyric,Til the gravity's too much
lyric,And I'll do anything you say
lyric,If you say it with your hands
lyric,And I'd be smart to walk away
lyric,But you're quicksand
lyric,This slope is treacherous
lyric,This path is reckless
lyric,This slope is treacherous
lyric,And I-I-I like it
lyric,I can't decide if it's a choice
lyric,Getting swept away
lyric,I hear the sound of my own voice
lyric,Asking you to stay
lyric,And all we are is skin and bone
lyric,Trained to get along
lyric,Forever going with the flow
lyric,But you're friction
lyric,[Chorus]
lyric,This slope is treacherous
lyric,This path is reckless
lyric,This slope is treacherous
lyric,"I, I, I like it"
lyric,Two headlights shine through the sleepless night
lyric,"And I will get you, get you alone"
lyric,Your name has echoed through my mind
lyric,"And I just think you should, think you should know"
lyric,That nothing safe is worth the drive
lyric,"And I would follow you, follow you home"
lyric,"I'll follow you, follow you home"
lyric,This hope is treacherous
lyric,This daydream is dangerous
lyric,This hope is treacherous
lyric,"I-I-I, I-I-I, I-I-I"
lyric,Two headlights shine through the sleepless night
lyric,"And I will get you, get you alone"
lyric,Your name has echoed through my mind
lyric,"And I just think you should, think you should know"
lyric,That nothing safe is worth the drive
lyric,"And I would follow you, follow you home"
lyric,"I'll follow you, follow you home"
lyric,"I'll follow you, follow you home"
lyric,"I'll follow you, follow you home"
lyric,This slope is treacherous
lyric,I-I-I like it
lyric,"Once upon a time, a few mistakes ago"
lyric,"I was in your sights, you got me alone"
lyric,"You found me, you found me, you found me"
lyric,"I guess you didn't care, and I guess I liked that"
lyric,"And when I fell hard, you took a step back"
lyric,"Without me, without me, without me"
lyric,And he's long gone when he's next to me
lyric,And I realize the blame is on me
lyric,Cause I knew you were trouble when you walked in
lyric,So shame on me now
lyric,Flew me to places I'd never been
lyric,"Til you put me down, oh"
lyric,I knew you were trouble when you walked in
lyric,So shame on me now
lyric,Flew me to places I'd never been
lyric,Now I'm lying on the cold hard ground
lyric,"Oh, oh-oh"
lyric,"Trouble, trouble, trouble"
lyric,"Oh, oh-oh"
lyric,"Trouble, trouble, trouble"
lyric,"No apologies, he'll never see you cry"
lyric,Pretends he doesn't know that he's the reason why
lyric,"You're drowning, you're drowning, you're drowning"
lyric,And I heard you moved on from whispers on the street
lyric,A new notch in your belt is all I'll ever be
lyric,"And now I see, now I see, now I see"
lyric,He was long gone when he met me
lyric,"And I realize the joke is on me, hey"
lyric,I knew you were trouble when you walked in (Oh)
lyric,So shame on me now
lyric,Flew me to places I'd never been
lyric,"Til you put me down, oh"
lyric,I knew you were trouble when you walked in
lyric,So shame on me now
lyric,Flew me to places I'd never been (Yeah)
lyric,Now I'm lying on the cold hard ground
lyric,"Oh, oh-oh (Yeah)"
lyric,"Trouble, trouble, trouble"
lyric,"Oh, oh-oh"
lyric,"Trouble, trouble, trouble"
lyric,And the saddest fear
lyric,Comes creeping in
lyric,That you never loved me
lyric,"Or her, or anyone, or anything"
lyric,Yeah
lyric,I knew you were trouble when you walked in
lyric,So shame on me now
lyric,Flew me to places I'd never been (Never been)
lyric,"Til you put me down, oh"
lyric,I knew you were trouble when you walked in (Knew it right there)
lyric,So shame on me now (Knew it right there)
lyric,Flew me to places I'd never been (Ooh)
lyric,Now I'm lying on the cold hard ground
lyric,"Oh, oh-oh"
lyric,"Trouble, trouble, trouble (Oh)"
lyric,"Oh, oh-oh"
lyric,"Trouble, trouble, trouble"
lyric,I knew you were trouble when you walked in
lyric,"Trouble, trouble, trouble"
lyric,I knew you were trouble when you walked in
lyric,"Trouble, trouble, trouble"
lyric,"I walked through the door with you, the air was cold"
lyric,But something 'bout it felt like home somehow
lyric,And I left my scarf there at your sister's house
lyric,"And you've still got it in your drawer, even now"
lyric,"Oh, your sweet disposition and my wide-eyed gaze"
lyric,"We're singing in the car, getting lost upstate"
lyric,Autumn leaves falling down like pieces into place
lyric,And I can picture it after all these days
lyric,And I know it's long gone and
lyric,That magic's not here no more
lyric,"And I might be okay, but I'm not fine at all"
lyric,"Oh, oh, oh"
lyric,Cause there we are again on that little town street
lyric,You almost ran the red 'cause you were lookin' over at me
lyric,"Wind in my hair, I was there"
lyric,I remember it all too well
lyric,"Photo album on the counter, your cheeks were turning red"
lyric,You used to be a little kid with glasses in a twin-sized bed
lyric,And your mother's telling stories 'bout you on the tee-ball team
lyric,"You tell me 'bout your past, thinking your future was me"
lyric,And I know it's long gone and
lyric,There was nothing else I could do
lyric,And I forget about you long enough
