intent,text
lyric,I wasn't that little girl you used to see But your eyes still shined like pretty lights And our daddies used to joke about the two of us
lyric,"They never believed we'd really fall in love And our mamas smiled and rolled their eyes And said, ""Oh my, my, my"""
lyric,"Take me back to the creek beds we turned up Two A.M. riding in your truck, and all I need is you next to me Take me back to the time we had our very first fight"
lyric,"The slamming of doors instead of kissing goodnight You stayed outside 'til the morning light Oh my, my, my, my"
lyric,"A few years had gone and come around We were sitting at our favorite spot in town And you looked at me, got down on one knee"
lyric,"Take me back to the time when we walked down the aisle Our whole town came and our mamas cried You said ""I do"" and I did too"
lyric,"Take me home where we met so many years before We'll rock our babies on that very front porch After all this time, you and I"
lyric,"I'll be eighty-seven; you'll be eighty-nine I'll still look at you like the stars that shine In the sky, oh my, my, my"
lyric,I was ridin' shotgun with my hair undone In the front seat of his car He's got a one-hand feel on the steering wheel
lyric,"The other on my heart I look around, turn the radio down He says, ""Baby, is something wrong?"""
lyric,"I say, ""Nothin', I was just thinkin' How we don't have a song"" And he says"
lyric,"Our song is the slamming screen door Sneakin' out late, tapping on your window When we're on the phone and you talk real slow"
lyric,"Cause it's late and your mama don't know Our song is the way you laugh The first date: ""Man, I didn't kiss her, and I should have"""
lyric,And when I got home 'fore I said amen Asking God if he could play it again I was walking up the front porch steps
lyric,After everything that day Had gone all wrong or been trampled on And lost and thrown away
lyric,"Got to the hallway, well on my way To my lovin' bed I almost didn't notice all the roses"
lyric,"And the note that said Our song is the slamming screen door Sneakin' out late, tapping on your window"
lyric,When we're on the phone and you talk real slow Cause it's late and your mama don't know Our song is the way you laugh
lyric,"The first date: ""Man, I didn't kiss her, and I should have"" And when I got home 'fore I said amen Asking God if he could play it again"
lyric,"Da-da-da-da I've heard every album, listened to the radio Waited for somethin' to come along"
lyric,"That was as good as our song Cause our song is the slamming screen door Sneakin' out late, tappin' on his window"
lyric,When we're on the phone and he talks real slow Cause it's late and his mama don't know Our song is the way he laughs
lyric,"The first date: ""Man, I didn't kiss him, and I should have"" And when I got home 'fore I said amen Asking God if he could play it again"
lyric,"Play it again, oh, yeah Oh, oh, yeah I was ridin' shotgun with my hair undone"
lyric,In the front seat of his car I grabbed a pen and an old napkin And I wrote down our song
lyric,Friday night beneath the stars In a field behind your yard You and I are painting pictures in the sky
lyric,And sometimes we don't say a thing Just listen to the crickets sing Everything I need is right here by my side
lyric,And I know everything about you I don't wanna live without you I'm only up when you're not down
lyric,"Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time"
lyric,"The other half, I'm only tryna Let you know that what I feel is true And I'm only me when I'm with you"
lyric,Just a small-town boy and girl Living in a crazy world Tryna figure out what is and isn't true
lyric,And I don't try to hide my tears My secrets or my deepest fears Through it all nobody gets me like you do
lyric,And you know everything about me You say that you can't live without me I'm only up when you're not down
lyric,"Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time"
lyric,"The other half, I'm only tryna Let you know that what I feel is true And I'm only me when I'm with you"
lyric,When I'm with anybody else It's so hard to be myself And only you can tell
lyric,That I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do
lyric,"Well, you drive me crazy half the time The other half, I'm only tryna Let you know that what I feel is true"
lyric,"And I'm only me, who I wanna be Well, I'm only me when I'm with you With you"
lyric,"Uh-huh, yeah She can't see the way your eyes Light up when you smile"
lyric,She'll never notice how you stop and stare Whenever she walks by And you can't see me wanting you the way you want her
lyric,But you are everything to me And I just wanna show you She don't even know you
lyric,She's never gonna love you like I want to And you just see right through me But if you only knew me
lyric,We could be a beautiful Miracle Unbelievable
lyric,"Instead of just invisible Oh, yeah There's a fire inside of you"
lyric,That can't help but shine through She's never gonna see the light No matter what you do
lyric,And all I think about is how to make you think of me And everything that we could be I just wanna show you
lyric,She don't even know you She's never gonna love you like I want to And you just see right through me
lyric,If you only knew me We could be a beautiful Miracle
lyric,Unbelievable Instead of just invisible Like shadows in a faded light
lyric,"Oh, we're invisible I just wanna open your eyes And make you realize"
lyric,"I just wanna show you She don't even know you Baby, let me love you"
lyric,Let me want you You just see right through me But if you only knew me
lyric,We could be a beautiful Miracle Unbelievable
lyric,"Instead of just invisible Oh, yeah She can't see the way your eyes"
lyric,"Light up when you smile Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now?"
lyric,Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? Maybe I should've seen the signs
lyric,"Should've read the writing on the wall And realized by the distance in your eyes that I would be the one to fall No matter what you say, I still can't believe"
lyric,"That you would walk away It don't make sense to me, but Why would you wanna break a perfectly good heart?"
lyric,"Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart?"
lyric,It's not unbroken anymore How do I get it back the way it was before? Why would you wanna break a perfectly good heart?
lyric,"Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break? Why would you wanna break it?"
lyric,"Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar?"
lyric,Why would you wanna break a perfectly good heart? Drew looks at me I fake a smile so he won't see
lyric,What I want and I need And everything that we should be I'll bet she's beautiful
lyric,That girl he talks about And she's got everything That I have to live without
lyric,Drew talks to me I laugh 'cause it's just so funny But I can't even see
lyric,Anyone when he's with me He says he's so in love He's finally got it right
lyric,I wonder if he knows He's all I think about at night He's the reason for the teardrops on my guitar
lyric,The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do
lyric,"Drew walks by me Can he tell that I can't breathe? And there he goes, so perfectly"
lyric,The kind of flawless I wish I could be She better hold him tight Give him all her love
lyric,Look in those beautiful eyes And know she's lucky 'cause He's the reason for the teardrops on my guitar
lyric,The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do
lyric,So I drive home alone As I turn out the light I'll put his picture down
lyric,And maybe get some sleep tonight Cause he's the reason for the teardrops on my guitar The only one who's got enough of me to break my heart
lyric,"He's the song in the car I keep singing Don't know why I do He's the time taken up, but there's never enough"
lyric,And he's all that I need to fall into Drew looks at me I fake a smile so he won't see
lyric,I'm walking fast through the traffic lights Busy streets and busy lives And all we know is touch and go
lyric,We are alone with our changing minds We fall in love 'til it hurts or bleeds Or fades in time
lyric,And I never (Never) Saw you coming And I’ll never (Never)
lyric,Be the same You come around and the armor falls Pierce the room like a cannonball
lyric,"Now all we know is don’t let go We are alone, just you and me Up in your room and our slates are clean"
lyric,"Just twin fire signs, four blue eyes So you were never a saint And I've loved in shades of wrong"
lyric,We learn to live with the pain Mosaic broken hearts But this love is brave and wild
lyric,And I never (Never) Saw you coming And I’ll never (Never)
lyric,Be the same This is a state of grace This is the worthwhile fight
lyric,Love is a ruthless game Unless you play it good and right These are the hands of fate
lyric,You’re my Achilles heel This is the golden age Of something good and right and real
lyric,And I never (Never) Saw you coming And I’ll never
lyric,Be the same And I never (Never) Saw you coming
lyric,And I’ll never (So you were never a saint) (And I've loved in shades of wrong) Be the same (We learn to live with the pain)
lyric,(Mosaic broken hearts) (But this love is brave and wild) This is a state of grace
lyric,This is the worthwhile fight Love is a ruthless game Unless you play it good and right
lyric,"Loving him is like Driving a new Maserati down a dead-end street Faster than the wind, passionate as sin"
lyric,Ending so suddenly Loving him is like trying to change your mind Once you're already flying through the free fall
lyric,"Like the colors in autumn, so bright Just before they lose it all Losing him was blue like I'd never known"
lyric,"Missing him was dark gray, all alone Forgetting him was like Trying to know somebody you never met"
lyric,"But loving him was red (Red, red) (Red, red)"
lyric,"Loving him was red (Red, red) (Red, red)"
lyric,Touching him was like Realizing all you ever wanted was right there in front of you Memorizing him was as
lyric,Easy as knowing all the words to your old favorite song Fighting with him was like Trying to solve a crossword and realizing there's no right answer
lyric,Regretting him was like Wishing you never found out that love could be that strong Losing him was blue like I'd never known
lyric,"Missing him was dark gray, all alone (Whoa) Forgetting him was like Trying to know somebody you never met"
lyric,"But loving him was red (Red, red) Oh, red (Red, red)"
lyric,"Burning red (Red, red) (Red, red) Remembering him comes in flashbacks and echoes"
lyric,"Tell myself it's time now, gotta let go But moving on from him is impossible When I still see it all in my head"
lyric,"In burning red Burning, it was red Oh, losing him was blue like I'd never known"
lyric,"Missing him was dark gray, all alone (Whoa) Forgetting him was like Trying to know somebody you never met"
lyric,"Cause loving him was red (Red, red) Yeah, yeah, red (Red, red) Burning red (Red, red)"
lyric,"(Red, red) And that's why (Red, red) he's spinning 'round in my head Comes back to me (Red, red), burning red"
lyric,"(Red, red) Yeah, yeah (Red, red) His love was like"
lyric,Driving a new Maserati down a dead-end street Put your lips close to mine As long as they don't touch
lyric,"Out of focus, eye to eye Til the gravity's too much And I'll do anything you say"
lyric,If you say it with your hands And I'd be smart to walk away But you're quicksand
lyric,This slope is treacherous This path is reckless This slope is treacherous
lyric,And I-I-I like it I can't decide if it's a choice Getting swept away
lyric,I hear the sound of my own voice Asking you to stay And all we are is skin and bone
lyric,Trained to get along Forever going with the flow But you're friction
lyric,[Chorus] This slope is treacherous This path is reckless
lyric,"This slope is treacherous I, I, I like it Two headlights shine through the sleepless night"
lyric,"And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know"
lyric,"That nothing safe is worth the drive And I would follow you, follow you home I'll follow you, follow you home"
lyric,This hope is treacherous This daydream is dangerous This hope is treacherous
lyric,"I-I-I, I-I-I, I-I-I Two headlights shine through the sleepless night And I will get you, get you alone"
lyric,"Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive"
lyric,"And I would follow you, follow you home I'll follow you, follow you home I'll follow you, follow you home"
lyric,"I'll follow you, follow you home This slope is treacherous I-I-I like it"
lyric,"Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me, you found me"
lyric,"I guess you didn't care, and I guess I liked that And when I fell hard, you took a step back Without me, without me, without me"
lyric,And he's long gone when he's next to me And I realize the blame is on me Cause I knew you were trouble when you walked in
lyric,"So shame on me now Flew me to places I'd never been Til you put me down, oh"
lyric,I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been
lyric,"Now I'm lying on the cold hard ground Oh, oh-oh Trouble, trouble, trouble"
lyric,"Oh, oh-oh Trouble, trouble, trouble No apologies, he'll never see you cry"
lyric,"Pretends he doesn't know that he's the reason why You're drowning, you're drowning, you're drowning And I heard you moved on from whispers on the street"
lyric,"A new notch in your belt is all I'll ever be And now I see, now I see, now I see He was long gone when he met me"
lyric,"And I realize the joke is on me, hey I knew you were trouble when you walked in (Oh) So shame on me now"
lyric,"Flew me to places I'd never been Til you put me down, oh I knew you were trouble when you walked in"
lyric,So shame on me now Flew me to places I'd never been (Yeah) Now I'm lying on the cold hard ground
lyric,"Oh, oh-oh (Yeah) Trouble, trouble, trouble Oh, oh-oh"
lyric,"Trouble, trouble, trouble And the saddest fear Comes creeping in"
lyric,"That you never loved me Or her, or anyone, or anything Yeah"
lyric,I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Never been)
lyric,"Til you put me down, oh I knew you were trouble when you walked in (Knew it right there) So shame on me now (Knew it right there)"
lyric,"Flew me to places I'd never been (Ooh) Now I'm lying on the cold hard ground Oh, oh-oh"
lyric,"Trouble, trouble, trouble (Oh) Oh, oh-oh Trouble, trouble, trouble"
lyric,"I knew you were trouble when you walked in Trouble, trouble, trouble I knew you were trouble when you walked in"
lyric,"Trouble, trouble, trouble I walked through the door with you, the air was cold But something 'bout it felt like home somehow"
lyric,"And I left my scarf there at your sister's house And you've still got it in your drawer, even now Oh, your sweet disposition and my wide-eyed gaze"
lyric,"We're singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days"
lyric,"And I know it's long gone and That magic's not here no more And I might be okay, but I'm not fine at all"
lyric,"Oh, oh, oh Cause there we are again on that little town street You almost ran the red 'cause you were lookin' over at me"
lyric,"Wind in my hair, I was there I remember it all too well Photo album on the counter, your cheeks were turning red"
lyric,"You used to be a little kid with glasses in a twin-sized bed And your mother's telling stories 'bout you on the tee-ball team You tell me 'bout your past, thinking your future was me"
lyric,And I know it's long gone and There was nothing else I could do And I forget about you long enough
lyric,To forget why I needed to Cause there we are again in the middle of the night We're dancing ‘round the kitchen in the refrigerator light
lyric,"Down the stairs, I was there I remember it all too well, yeah Maybe we got lost in translation"
lyric,Maybe I asked for too much But maybe this thing was a masterpiece Til you tore it all up
lyric,"Running scared, I was there I remember it all too well And you call me up again"
lyric,Just to break me like a promise So casually cruel in the name of being honest I'm a crumpled up piece of paper lying here
lyric,"Cause I remember it all, all, all Too well Time won't fly, it's like I'm paralyzed by it"
lyric,"I'd like to be my old self again, but I'm still trying to find it After plaid shirt days and nights when you made me your own Now you mail back my things and I walk home alone"
lyric,But you keep my old scarf from that very first week Cause it reminds you of innocence and it smells like me You can't get rid of it
lyric,"Cause you remember it all too well, yeah Cause there we are again when I loved you so Back before you lost the one real thing you've ever known"
lyric,"It was rare, I was there I remember it all too well Wind in my hair, you were there"
lyric,"You remember it all Down the stairs, you were there You remember it all"
lyric,"It was rare, I was there I remember it all too well It feels like a perfect night"
lyric,"To dress up like hipsters And make fun of our exes, uh-uh, uh-uh It feels like a perfect night"
lyric,"For breakfast at midnight To fall in love with strangers, uh-uh, uh-uh Yeah"
lyric,"We're happy, free, confused, and lonely at the same time It's miserable and magical, oh, yeah Tonight's the night when we forget about the deadlines"
lyric,"It's time, oh-oh I don't know about you, but I'm feeling 22 Everything will be alright if you keep me next to you"
lyric,"You don't know about me, but I'll bet you want to Everything will be alright if we just keep dancing like we're 22, 22"
lyric,"It seems like one of those nights This place is too crowded Too many cool kids, uh-uh, uh-uh"
lyric,"(Who's Taylor Swift, anyway? Ew) It seems like one of those nights We ditch the whole scene"
lyric,And end up dreaming Instead of sleeping Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,"Yeah We're happy, free, confused, and lonely in the best way It's miserable and magical, oh, yeah"
lyric,"Tonight's the night when we forget about the heartbreaks It's time, oh-oh (Hey!)"
lyric,"I don't know about you, but I'm feeling 22 Everything will be alright (Ooh) if you keep me next to you You don't know about me, but I'll bet you want to"
lyric,"Everything will be alright if (Alright) We just keep dancing like we're 22 (Oh, oh, oh, oh, oh) 22 (I don't know about you)"
lyric,"22, 22 It feels like one of those nights We ditch the whole scene"
lyric,It feels like one of those nights We won't be sleeping It feels like one of those nights
lyric,You look like bad news I gotta have you I gotta have you
lyric,"Ooh, ooh, yeah (Hey!) I don't know about you, but I'm feeling 22"
lyric,"Everything will be alright if (Ooh) you keep me next to you You don't know about me, but I'll bet you want to Everything will be alright if we just keep dancing like we're"
lyric,"22 (Whoa, oh) 22 (Dancing like) 22 (Yeah, yeah), 22, (Yeah, yeah, yeah)"
lyric,It feels like one of those nights We ditch the whole scene It feels like one of those nights
lyric,We won't be sleeping It feels like one of those nights You look like bad news
lyric,"I gotta have you I gotta have you I bet this time of night, you’re still up"
lyric,"I bet you’re tired from a long hard week I bet you’re sittin' in your chair by the window Looking out at the city, and I bet"
lyric,Sometimes you wonder 'bout me And I just wanna tell you It takes everything in me not to call you
lyric,"And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do"
lyric,"I bet you think I either moved on or hate you ‘Cause each time you reach out, there’s no reply I bet it never, ever occurred to you"
lyric,That I can’t say hello to you and risk another goodbye And I just wanna tell you It takes everything in me not to call you
lyric,"And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do"
lyric,"Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified Oh, we made quite a mess, babe It’s probably better off this way"
lyric,"And I confess, babe In my dreams, you’re touching my face And asking me if I want to try again with you"
lyric,And I almost do And I just wanna tell you It takes everything in me not to call you
lyric,"And I wish I could run to you And I hope you know that Every time I don’t, I almost do, I almost do"
lyric,"I bet this time of night, you’re still up I bet you’re tired from a long hard week I bet you’re sittin' in your chair by the window"
lyric,"Looking out at the city, and I hope Sometimes you wonder 'bout me I remember when we broke up the first time"
lyric,"Saying, ""This is it, I've had enough,"" 'cause like We hadn't seen each other in a month When you said you needed space (What?)"
lyric,"Then you come around again and say Baby, I miss you and I swear I'm gonna change, trust me Remember how that lasted for a day?"
lyric,"I say, ""I hate you,"" we break up, you call me, I love you Ooh-ooh-ooh-ooh-ooh We called it off again last night, but"
lyric,"Ooh-ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you We are never, ever, ever getting back together"
lyric,"We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever"
lyric,"Getting back together Like, ever I'm really gonna miss you picking fights"
lyric,"And me falling for it, screaming that I'm right And you would hide away and find your peace of mind With some indie record that's much cooler than mine"
lyric,"Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified Ooh-ooh-ooh-ooh-ooh You called me up again tonight, but"
lyric,"Ooh-ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you We (We) are never, ever, ever getting back together"
lyric,"We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever"
lyric,Getting back together Ooh-ooh-ooh-ooh-ooh (Yeah) Ooh-ooh-ooh-ooh-ooh-ooh (Yeah)
lyric,"Ooh-ooh-ooh-ooh-ooh (Yeah) Oh-oh-oh I used to think that we were forever, ever"
lyric,"And I used to say, ""Never say never"" Ugh, so he calls me up and he's like, ""I still love you"" And I'm like, ""I just, I mean, this is exhausting, you know?"
lyric,"Like, we are never getting back together, like, ever"" (No) We are never, ever, ever getting back together We are never, ever, ever (Ooh) getting back together"
lyric,"You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever Getting back together"
lyric,"We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no) Getting back together We (Ooh-ooh-ooh-ooh-ooh, oh, oh)"
lyric,"Getting back together (Yeah) You go talk to your friends, talk to my friends, talk to me (Talk to me) But we are never, ever, ever, ever"
